SalePrice,LotArea,OverallQual,OverallCond,YearBuilt,1stFlrSF,2ndFlrSF,BedroomAbvGr,MSZoning,LotShape,Neighborhood,CentralAir,SaleCondition,MoSold,YrSold
165600,7685,6,5,1993,697,804,3,RL,IR1,Gilbert,Y,Normal,5,2006
132000,8000,6,6,1948,972,0,2,RL,Reg,NAmes,Y,Normal,5,2009
119900,7800,5,7,1939,793,325,3,RM,Reg,OldTown,Y,Normal,5,2006
375000,215245,7,5,1965,2036,0,3,RL,IR3,Timber,Y,Normal,6,2009
178000,9600,7,7,1925,832,809,3,RM,Reg,OldTown,Y,Normal,8,2006
188500,7795,7,5,2004,716,716,3,RL,IR1,Gilbert,Y,Normal,7,2009
260000,13005,7,7,1980,1153,1200,4,RL,IR1,NWAmes,Y,Normal,8,2009
270000,9000,8,5,2006,1088,871,3,FV,Reg,Somerst,Y,Normal,12,2007
260000,9900,7,5,1993,1372,1274,4,RL,Reg,NoRidge,Y,Normal,4,2009
187500,14115,7,5,1980,1472,0,3,RL,Reg,NWAmes,Y,Normal,6,2009
342643,16259,9,5,2006,1249,1347,4,RL,Reg,NridgHt,Y,Partial,9,2006
354000,12099,8,5,2004,1136,1332,4,RL,IR1,NridgHt,Y,Normal,6,2007
301000,10380,7,5,1986,1553,1177,4,RL,IR1,SawyerW,Y,Normal,8,2007
126175,5820,3,8,1955,1163,0,3,RM,Reg,OldTown,Y,Normal,7,2006
242000,11275,7,7,1967,1898,1080,5,RL,Reg,NAmes,Y,Normal,6,2010
87000,5000,5,6,1941,803,0,2,RM,Reg,IDOTRR,N,Normal,12,2007
324000,10846,8,5,1993,1719,0,1,RL,IR1,Veenker,Y,Normal,5,2008
145250,11600,6,5,1960,1383,0,3,RL,Reg,NAmes,Y,Normal,4,2006
214500,11888,6,6,1916,1445,689,5,RL,IR1,BrkSide,N,Normal,7,2009
78000,6402,5,5,1920,596,596,3,RM,Reg,IDOTRR,N,Normal,7,2009
119000,10624,5,4,1964,1728,0,6,RL,IR1,NAmes,Y,Normal,11,2007
139000,8176,5,6,1958,1056,0,3,RL,Reg,NAmes,Y,Normal,8,2007
284000,10655,8,5,2003,1629,0,3,RL,IR1,NridgHt,Y,Normal,10,2009
207000,8198,7,5,2004,1358,0,2,RM,Reg,NridgHt,Y,Normal,7,2008
192000,9042,6,5,1998,943,695,3,RL,IR1,Gilbert,Y,Normal,7,2008
228950,164660,5,6,1965,1619,167,3,RL,IR1,Timber,Y,Normal,8,2008
377426,14157,9,5,2005,1922,0,3,RL,IR1,StoneBr,Y,Normal,7,2007
214000,9135,7,5,2002,1536,0,3,RL,Reg,CollgCr,Y,Normal,12,2008
202500,14145,7,7,1984,1621,0,3,RL,Reg,NWAmes,Y,Normal,5,2006
155000,12400,6,7,1958,1215,0,3,RL,IR1,NAmes,Y,Normal,6,2009
202900,14191,8,5,2002,993,915,4,RL,Reg,Timber,Y,Normal,4,2010
82000,8400,4,4,1950,841,0,2,RH,Reg,SawyerW,Y,Normal,9,2009
87500,8544,3,4,1949,1040,0,2,RL,Reg,NAmes,N,Normal,5,2006
266000,8849,9,5,2005,1684,0,2,RL,IR1,NridgHt,Y,Normal,7,2008
85000,2592,5,3,1976,536,576,3,RM,Reg,MeadowV,Y,Normal,4,2010
140200,6435,6,5,1939,972,605,3,RL,Reg,BrkSide,Y,Normal,10,2006
151500,12772,6,8,1960,958,0,2,RL,IR1,NAmes,Y,Normal,4,2007
157500,17600,6,5,1960,1478,0,3,RL,IR1,NAmes,Y,Normal,12,2009
154000,2448,7,5,2003,764,862,2,RL,Reg,NridgHt,Y,Normal,10,2008
437154,20431,9,5,2005,1848,880,4,RL,IR2,NridgHt,Y,Partial,4,2006
318061,7820,9,5,2007,1869,0,2,RL,IR1,NridgHt,Y,Partial,12,2007
190000,5271,7,5,1986,1453,0,2,RL,IR1,ClearCr,Y,Abnorml,12,2006
95000,9084,5,6,1941,616,495,3,RL,Reg,Edwards,N,Normal,3,2008
105900,8520,6,8,1928,720,0,2,RM,Reg,OldTown,Y,Normal,5,2010
140000,8400,6,5,1940,1192,403,2,RL,Reg,SWISU,Y,Normal,6,2006
177500,11249,6,5,1995,1200,0,3,RL,IR2,CollgCr,Y,Normal,8,2007
173000,9248,6,6,1992,1167,0,3,RL,IR1,Gilbert,Y,Normal,7,2009
134000,4224,5,5,1976,1142,0,3,RM,Reg,MeadowV,Y,Normal,8,2007
130000,6930,5,4,1958,1352,0,3,RL,IR1,ClearCr,Y,Abnorml,7,2006
280000,12011,8,5,1998,1086,838,3,RL,IR1,NoRidge,Y,Normal,6,2006
156000,7540,6,6,1978,912,0,2,RL,IR1,Mitchel,Y,Normal,6,2007
145000,9144,5,5,1940,988,517,3,RL,Reg,BrkSide,Y,Normal,7,2008
198500,7301,7,5,2003,495,1427,4,RL,Reg,Edwards,Y,Normal,7,2009
118000,1680,6,8,1972,483,504,2,RM,Reg,BrDale,Y,Normal,5,2009
190000,18800,6,5,1976,790,784,3,RL,IR1,NWAmes,Y,Normal,7,2006
147000,10690,5,7,1920,672,672,3,RM,Reg,IDOTRR,Y,Normal,7,2009
159000,9500,6,5,1963,1394,0,3,RL,IR1,NAmes,Y,Normal,7,2009
165000,9150,6,5,1962,1431,0,3,RL,IR1,NAmes,Y,Normal,12,2008
132000,7800,5,6,1954,1268,0,2,RL,Reg,NAmes,Y,Normal,3,2010
162000,9830,5,7,1959,1287,0,3,RL,IR1,NAmes,Y,Normal,3,2010
172400,8121,6,5,2000,953,711,3,RL,IR1,Gilbert,Y,Normal,1,2006
134432,17120,4,4,1959,1120,468,4,RL,Reg,ClearCr,Y,Normal,7,2008
125000,7175,6,5,1984,752,0,2,RL,Reg,SawyerW,Y,Normal,2,2010
123000,10634,5,6,1953,1319,0,3,RL,Reg,NAmes,Y,Normal,11,2009
219500,8200,7,5,2003,847,1081,4,RL,Reg,CollgCr,Y,Normal,7,2007
61000,10020,1,1,1922,904,0,1,RL,IR1,Edwards,N,Normal,3,2009
148000,8846,5,5,1996,914,0,2,RL,IR1,CollgCr,Y,Normal,7,2006
340000,11143,8,5,2004,1580,886,4,FV,IR1,Somerst,Y,Normal,12,2007
394432,11394,9,2,2010,1856,0,1,RL,Reg,StoneBr,Y,Partial,6,2010
179000,8123,6,5,2000,1007,793,3,RL,IR1,Gilbert,Y,Normal,6,2009
127000,5000,5,6,1924,1026,665,3,RL,Reg,SWISU,Y,Normal,5,2010
187750,7200,7,5,2006,1301,0,2,FV,Reg,Somerst,Y,Partial,8,2006
213500,9245,7,5,2006,939,858,3,RL,IR1,CollgCr,Y,Normal,4,2007
76000,9000,6,3,1928,784,0,2,RH,Reg,SawyerW,N,Normal,10,2009
240000,53107,6,5,1992,1079,874,3,RL,IR2,ClearCr,Y,Normal,6,2007
192000,3182,8,5,2004,1269,0,2,RL,Reg,Blmngtn,Y,Normal,4,2010
81000,8410,5,3,1910,658,526,5,RL,Reg,Edwards,Y,AdjLand,5,2006
125000,7200,6,6,1976,1125,0,3,RL,Reg,Edwards,Y,Abnorml,10,2009
191000,9382,7,5,1999,1479,0,3,RL,IR1,CollgCr,Y,Normal,7,2008
426000,12474,10,5,2007,1742,590,3,RL,Reg,NridgHt,Y,Partial,8,2008
119000,8405,5,8,1900,961,406,4,RL,Reg,Edwards,Y,Normal,4,2008
215000,12209,6,5,2001,804,1157,3,RL,IR1,Mitchel,Y,Normal,6,2009
106500,8339,5,7,1959,882,0,3,RL,IR1,NAmes,Y,Normal,7,2007
100000,7446,4,5,1941,788,0,2,RL,Reg,BrkSide,Y,Abnorml,4,2006
109000,10134,5,6,1940,735,299,2,RL,Reg,OldTown,Y,Normal,7,2007
129000,9571,5,6,1956,1144,0,3,RL,Reg,Edwards,Y,Normal,6,2010
123000,7200,5,5,1972,894,0,2,RL,Reg,CollgCr,Y,Normal,9,2009
169500,7590,5,5,1962,876,936,4,RL,Reg,NAmes,Y,Normal,7,2007
67000,8967,5,2,1920,1077,0,2,RM,Reg,IDOTRR,Y,Abnorml,11,2007
241000,8125,7,5,2006,1112,438,2,FV,Reg,Somerst,Y,Normal,10,2009
245500,14963,8,5,1996,1288,0,1,RL,IR2,Veenker,Y,Normal,12,2008
164990,8767,7,5,2005,1310,0,3,RL,IR1,CollgCr,Y,Partial,7,2006
108000,10200,5,8,1940,672,0,2,RL,Reg,Sawyer,Y,Normal,8,2008
258000,12090,8,5,1998,1165,1098,4,RL,Reg,NoRidge,Y,Abnorml,7,2006
168000,10364,6,5,1995,806,766,3,RL,IR1,Gilbert,Y,Normal,5,2007
150000,9991,4,4,1976,1620,0,3,RL,IR1,Sawyer,Y,Normal,6,2009
115000,10480,6,5,1936,1166,0,3,RL,Reg,SWISU,Y,Normal,3,2008
177000,15576,6,7,1915,840,840,4,RL,Reg,Crawfor,Y,Normal,3,2008
280000,14154,7,5,2006,1071,1101,3,RL,Reg,NridgHt,Y,Partial,8,2007
339750,10800,8,5,2007,1050,1028,3,FV,Reg,Somerst,Y,Partial,4,2008
60000,9571,5,3,1958,1276,0,3,RL,Reg,Edwards,Y,Abnorml,6,2009
145000,34650,5,5,1955,1056,0,3,RL,Reg,Gilbert,N,Normal,1,2006
222000,4403,7,5,2009,1478,0,2,FV,IR2,Somerst,Y,Partial,6,2010
115000,8960,5,6,1927,1028,0,2,RM,Reg,OldTown,Y,Normal,3,2010
228000,11228,7,5,1993,1080,1017,3,RL,IR2,SawyerW,Y,Normal,12,2008
181134,8899,7,5,2007,1340,0,3,RL,IR1,Gilbert,Y,Partial,8,2007
149500,7844,6,7,1978,672,728,3,RL,Reg,Sawyer,Y,Normal,3,2006
239000,22420,6,6,1918,1370,1254,4,RL,IR1,Crawfor,N,Normal,11,2007
126000,8160,5,6,1940,756,378,3,RL,Reg,Edwards,N,AdjLand,4,2007
142000,8450,5,6,1968,1056,0,3,RL,Reg,NAmes,Y,Normal,7,2010
206300,7060,7,5,1997,1344,0,2,RM,Reg,Mitchel,Y,Alloca,11,2008
215000,16635,6,7,1977,1602,0,3,RL,IR1,NWAmes,Y,Normal,6,2009
113000,21750,5,5,1954,988,0,2,RL,Reg,Mitchel,Y,Normal,2,2008
315000,9200,8,5,1998,1470,1160,4,RL,Reg,NoRidge,Y,Normal,6,2008
139000,9000,6,5,1956,1196,0,2,RL,Reg,NAmes,Y,Normal,5,2008
135000,3378,7,8,1946,707,682,3,RM,Reg,OldTown,Y,Normal,9,2009
275000,12800,7,5,1989,1644,0,2,RL,Reg,SawyerW,Y,Normal,8,2009
109008,8593,4,6,1957,907,0,3,RL,IR1,NAmes,Y,Normal,7,2008
195400,6762,7,5,2007,1208,0,2,RL,Reg,CollgCr,Y,Partial,9,2007
175000,11457,6,5,1988,1412,0,3,RL,IR1,Timber,Y,Normal,3,2009
85400,1680,6,5,1971,483,504,2,RM,Reg,BrDale,Y,Abnorml,7,2008
79900,5586,6,7,1920,1088,110,4,RM,IR1,OldTown,Y,Abnorml,9,2008
122500,1920,5,5,1971,765,600,2,RM,Reg,BrDale,Y,Normal,8,2007
181000,10839,6,5,1997,926,678,3,RL,IR1,Gilbert,Y,Normal,7,2008
81000,1890,4,7,1972,630,0,1,RM,Reg,MeadowV,Y,Normal,6,2008
212000,10667,7,6,1996,827,834,3,RL,IR2,CollgCr,Y,Normal,4,2009
116000,4400,6,8,1920,734,384,2,RM,Reg,OldTown,Y,Normal,10,2006
119000,6000,6,7,1926,904,0,2,RM,Reg,BrkSide,Y,Normal,1,2009
90350,4280,5,6,1913,694,0,2,RL,Reg,Crawfor,N,Normal,3,2007
110000,12354,6,8,1920,684,512,3,RL,Reg,Edwards,Y,Normal,8,2009
555000,15431,10,5,2008,2402,0,2,RL,Reg,NridgHt,Y,Normal,4,2009
118000,12108,4,4,1955,1440,0,4,RL,Reg,Edwards,N,Normal,9,2008
162900,6240,5,7,1930,1128,445,3,RM,Reg,BrkSide,Y,Normal,6,2008
172500,3922,7,5,2006,1258,0,2,RL,Reg,Blmngtn,Y,Partial,6,2007
210000,8750,7,5,1994,933,975,4,RL,Reg,CollgCr,Y,Normal,7,2008
127500,9855,6,5,1956,1689,0,3,RL,Reg,Edwards,Y,Normal,11,2009
190000,16492,6,6,1966,1888,0,2,RL,IR1,NAmes,Y,Normal,6,2010
199900,11214,7,5,1998,956,930,4,RL,IR1,Gilbert,Y,Normal,7,2006
119500,8600,6,6,1937,780,596,3,RM,Reg,IDOTRR,Y,Normal,6,2006
120000,6000,3,7,1948,679,504,2,RM,Reg,OldTown,Y,Normal,6,2007
110000,5684,6,8,1930,813,0,2,RM,Reg,OldTown,Y,Normal,6,2006
280000,70761,7,5,1975,1533,0,2,RL,IR1,ClearCr,Y,Normal,12,2006
204000,9303,6,5,1996,888,868,3,RL,IR1,Timber,Y,Normal,7,2007
210000,9000,8,5,2008,786,804,3,FV,Reg,Somerst,Y,Normal,6,2009
188000,9297,5,5,1976,1728,0,4,RL,Reg,Mitchel,Y,Family,7,2006
175500,9600,7,6,1973,1242,0,3,RL,Reg,NWAmes,Y,Normal,9,2007
98000,4571,5,5,1916,624,720,4,RM,Reg,OldTown,N,Abnorml,5,2008
256000,53227,4,6,1954,1663,0,2,RL,IR1,ClearCr,Y,Normal,3,2008
161000,5100,8,7,1925,833,833,3,RM,Reg,OldTown,Y,Normal,6,2008
110000,7015,5,4,1950,979,224,3,RL,IR1,BrkSide,Y,Normal,7,2009
263435,8004,8,5,2009,832,1103,3,FV,IR1,Somerst,Y,Partial,12,2009
155000,7200,7,9,1936,575,560,3,RL,Reg,SWISU,Y,Normal,4,2009
62383,8281,5,5,1965,864,0,3,RL,IR1,Sawyer,Y,Normal,12,2009
188700,11988,6,7,1934,849,811,3,RL,IR1,Crawfor,Y,Normal,8,2008
124000,8430,5,5,1978,1040,0,3,RL,Reg,CollgCr,Y,Normal,8,2009
178740,3072,7,5,2004,1414,0,2,RM,Reg,Blmngtn,Y,Normal,5,2006
167000,10628,7,5,1970,1277,0,2,RL,Reg,NAmes,Y,Normal,4,2007
146500,9480,5,7,1942,888,756,3,RL,Reg,NAmes,Y,Normal,6,2007
250000,11428,8,5,2006,1634,0,3,RL,IR1,NridgHt,Y,Normal,5,2007
187000,9291,6,5,1993,832,878,3,RL,IR1,SawyerW,Y,Normal,6,2008
212000,6820,8,5,1985,1502,0,1,RL,IR1,StoneBr,Y,Normal,6,2010
190000,11952,7,6,1977,1161,808,3,RL,Reg,NWAmes,Y,Normal,11,2007
148000,3675,6,5,2005,1072,0,2,RM,Reg,Edwards,Y,Normal,6,2008
440000,14977,8,5,2006,1976,0,2,RL,IR1,NridgHt,Y,Partial,7,2007
251000,5330,8,5,2000,1652,0,2,RL,Reg,StoneBr,Y,Normal,8,2007
132500,8480,5,6,1963,970,0,2,RL,Reg,Sawyer,Y,Normal,7,2007
208900,13125,6,5,1997,1493,0,3,RL,Reg,CollgCr,Y,Normal,4,2008
380000,13693,9,5,2006,2069,574,3,RL,Reg,NridgHt,Y,Normal,3,2007
297000,10637,8,5,2007,1718,0,3,RL,Reg,CollgCr,Y,Normal,9,2009
89471,5925,4,7,1937,1131,0,2,RM,Reg,OldTown,Y,Alloca,3,2007
326000,16033,9,5,2004,1850,0,3,RL,IR1,NridgHt,Y,Normal,3,2006
374000,11846,9,5,2003,1792,0,2,RL,IR1,NridgHt,Y,Normal,8,2006
155000,2500,7,8,1915,916,910,4,RM,Reg,OldTown,Y,Normal,6,2009
164000,4500,6,5,1998,1216,0,2,RM,Reg,Mitchel,Y,Normal,5,2006
132500,7758,5,7,1962,999,0,3,RL,IR1,Sawyer,Y,Normal,3,2007
147000,9600,5,7,1950,1113,0,3,RL,Reg,NAmes,Y,Normal,7,2009
156000,10289,5,7,1965,1073,0,3,RL,Reg,NAmes,Y,Normal,6,2007
175000,12243,5,6,1971,1484,0,3,RL,IR1,NWAmes,Y,Normal,2,2007
160000,10800,5,4,1900,1766,648,3,RL,Reg,OldTown,N,Normal,5,2006
86000,1526,4,8,1970,630,0,1,RM,Reg,MeadowV,Y,Normal,5,2009
115000,2665,5,6,1976,616,688,3,RM,Reg,MeadowV,Y,Normal,6,2008
133000,9490,6,7,1941,958,620,3,RL,Reg,NAmes,Y,Normal,8,2006
172785,15578,6,5,2006,728,728,3,RL,IR1,Gilbert,Y,Partial,5,2006
155000,7931,5,6,1960,1269,0,3,RL,Reg,NAmes,Y,Normal,6,2008
91300,5784,5,8,1938,886,0,2,RM,Reg,OldTown,Y,Normal,12,2009
34900,7879,4,5,1920,720,0,2,C (all),Reg,IDOTRR,N,Abnorml,11,2009
430000,12692,8,5,1992,3228,0,4,RL,IR1,NoRidge,Y,Normal,5,2007
184000,9120,7,6,1925,1133,687,4,RL,Reg,BrkSide,Y,Normal,6,2008
130000,7800,5,7,1967,899,0,3,RL,Reg,Sawyer,Y,Normal,6,2009
120000,7535,5,7,1958,912,0,2,RL,IR1,NAmes,Y,Normal,6,2007
113000,1890,6,5,1973,672,546,3,RM,Reg,BrDale,Y,Normal,5,2007
226700,9803,7,5,2005,866,902,3,FV,Reg,Somerst,Y,Normal,2,2008
140000,9170,5,7,1965,1214,0,2,RL,Reg,Edwards,Y,Normal,4,2007
289000,15602,7,8,1959,1801,0,1,RL,IR1,Crawfor,Y,Normal,3,2010
147000,2308,6,5,1974,855,467,3,RL,Reg,NPkVill,Y,Normal,6,2009
124500,7596,5,5,1952,960,1000,4,RM,Reg,OldTown,Y,Normal,7,2009
215000,9554,8,5,1993,1065,846,3,RL,IR1,SawyerW,Y,Normal,9,2006
208300,7862,6,5,2009,1218,0,2,FV,IR1,Somerst,Y,Partial,9,2009
161000,9600,7,9,1928,689,689,3,RM,Reg,OldTown,Y,Normal,10,2008
124500,9600,5,6,1959,1041,0,3,RL,Reg,NAmes,Y,Normal,7,2009
164900,14559,5,7,1951,1363,0,2,RL,Reg,NAmes,Y,Normal,6,2009
202665,6792,7,5,2005,1368,0,2,RL,IR1,NridgHt,Y,Partial,3,2006
129900,9100,5,5,1958,864,0,3,RL,Reg,NAmes,Y,Normal,7,2006
134000,9187,6,5,1983,1080,0,3,RL,Reg,Mitchel,Y,Normal,6,2007
96500,10594,5,5,1926,789,0,2,RL,Reg,Crawfor,N,Normal,6,2007
402861,12220,10,5,2009,2020,0,3,RL,Reg,NridgHt,Y,Partial,9,2009
158000,10448,6,6,1972,1378,741,3,RL,IR1,NWAmes,Y,Abnorml,8,2009
265000,10208,7,5,1996,1277,1067,3,RL,IR1,NoRidge,Y,Normal,7,2009
211000,9531,6,5,1998,882,914,3,RL,IR1,CollgCr,Y,Normal,5,2007
234000,10918,7,9,1926,1276,804,3,RL,Reg,Crawfor,Y,Normal,6,2009
106250,10800,4,7,1900,694,600,3,RL,Reg,OldTown,N,Normal,8,2008
150000,11988,6,6,1957,1244,0,3,RL,IR1,NAmes,Y,Normal,5,2007
159000,5000,6,7,1947,1004,660,3,RM,Reg,BrkSide,Y,Normal,10,2006
184750,40094,10,5,2007,3138,1538,3,RL,IR1,Edwards,Y,Partial,10,2007
315750,11787,7,5,1996,1383,1015,3,RL,IR1,NoRidge,Y,Normal,8,2007
176000,7500,7,5,2005,1266,0,3,FV,Reg,Somerst,Y,Normal,4,2006
132000,13300,5,7,1956,928,0,2,RL,Reg,NAmes,Y,Normal,6,2007
446261,14948,9,5,2008,1476,1237,3,RL,IR1,NridgHt,Y,Partial,11,2008
86000,9098,4,7,1920,605,0,2,RL,IR1,Edwards,Y,Normal,7,2007
200624,32668,6,3,1957,2515,0,4,RL,IR1,Crawfor,Y,Alloca,3,2007
175000,10200,6,5,1988,1509,0,3,RL,Reg,Timber,Y,Abnorml,8,2008
128000,6155,6,8,1920,751,611,3,RM,IR1,BrkSide,Y,Normal,6,2008
107500,7200,5,7,1955,827,0,2,RL,Reg,NAmes,Y,Normal,4,2010
39300,5000,1,3,1946,334,0,1,RL,Reg,BrkSide,N,Normal,1,2007
178000,9056,8,5,2004,707,707,3,RL,IR1,Gilbert,Y,Normal,10,2006
107500,7000,5,7,1910,820,527,3,RL,Reg,Edwards,Y,Normal,1,2008
188000,8924,7,5,1998,880,844,3,RL,IR1,CollgCr,Y,Normal,7,2008
111250,12735,4,5,1972,864,0,3,RL,IR1,NAmes,Y,Normal,4,2008
158000,11553,5,5,1968,1159,0,3,RL,IR1,Sawyer,Y,Normal,7,2006
272000,11423,8,5,2001,1601,0,3,RL,Reg,CollgCr,Y,Normal,5,2010
315000,14601,9,5,2006,1838,0,2,RL,Reg,Timber,Y,Normal,3,2009
248000,11000,8,5,2000,997,1288,4,RL,Reg,NoRidge,Y,Normal,6,2007
213250,10140,7,5,1998,1680,0,3,RL,Reg,NWAmes,Y,Normal,6,2009
133000,4058,7,5,1998,767,0,1,RH,Reg,NAmes,Y,Normal,6,2007
179665,17104,7,5,2006,664,832,3,RL,IR1,Gilbert,Y,Partial,9,2006
229000,13837,7,5,1988,1377,806,4,RL,IR1,NWAmes,Y,Normal,2,2006
210000,8737,6,7,1923,915,720,3,RL,IR1,BrkSide,Y,Normal,5,2007
129500,7244,5,7,1970,768,0,2,RL,Reg,Mitchel,Y,Normal,4,2007
125000,8235,5,7,1955,825,0,2,RM,IR1,OldTown,Y,Normal,6,2008
263000,9375,7,5,2003,912,1182,4,FV,Reg,Somerst,Y,Normal,11,2009
140000,4043,6,6,1977,1069,0,2,RL,Reg,NPkVill,Y,Abnorml,10,2008
112500,6000,5,6,1957,928,0,3,RM,Reg,OldTown,Y,Normal,6,2008
255500,11146,8,5,2006,1717,0,3,RL,IR1,NridgHt,Y,Normal,7,2009
108000,8777,4,5,1949,1126,0,2,RL,Reg,Edwards,Y,Normal,5,2009
284000,10625,7,5,2003,1006,1040,3,RL,Reg,NridgHt,Y,Normal,8,2008
113000,6380,5,6,1922,1048,0,2,RM,Reg,BrkSide,Y,Normal,8,2006
141000,14850,5,5,1957,1092,0,2,RL,IR1,NAmes,Y,Normal,5,2006
108000,11040,4,6,1920,897,439,3,C (all),Reg,IDOTRR,Y,Normal,9,2006
175000,21872,7,5,1996,729,717,3,RL,IR2,Gilbert,Y,Normal,8,2008
234000,3196,7,5,2003,1557,0,2,RL,Reg,Blmngtn,Y,Normal,10,2006
121500,11341,5,6,1957,1392,0,3,RL,IR1,Sawyer,Y,Normal,5,2010
170000,10010,5,5,1974,1389,0,2,RL,Reg,Mitchel,Y,Normal,4,2006
108000,13907,5,6,1940,996,0,3,RL,Reg,Edwards,Y,Normal,7,2008
185000,21780,6,7,1918,1163,511,4,RL,Reg,Edwards,Y,Normal,7,2008
268000,13346,7,5,1992,1166,1129,4,RL,IR1,NoRidge,Y,Normal,7,2006
128000,6858,6,4,1915,841,806,4,RL,Reg,SWISU,N,Normal,5,2010
325000,11198,9,5,2005,1134,1370,4,RL,IR1,StoneBr,Y,Normal,6,2008
214000,10171,7,5,2004,1535,0,3,RL,IR1,NridgHt,Y,Normal,3,2010
316600,12327,8,8,1983,1496,636,1,RL,IR1,SawyerW,Y,Normal,9,2009
135960,7032,5,5,1979,943,0,2,RL,IR1,NAmes,Y,Normal,12,2006
142600,13101,5,5,1965,1728,0,6,RL,IR1,NAmes,Y,Normal,11,2008
120000,7332,6,6,1959,864,0,2,RL,Reg,NAmes,Y,Abnorml,10,2006
224500,13159,7,5,2009,846,846,3,RL,IR1,Timber,Y,Partial,7,2009
170000,9967,7,5,2000,774,656,3,RL,IR1,Gilbert,Y,Normal,12,2007
139000,10500,5,7,1971,576,533,3,RL,Reg,NAmes,Y,Normal,12,2007
118500,8480,5,5,1947,832,384,2,RL,Reg,NAmes,Y,Abnorml,10,2008
145000,6292,7,7,1928,877,600,3,RL,Reg,SWISU,Y,Normal,8,2009
164500,11777,5,6,1966,1320,0,3,RL,IR1,Sawyer,Y,Abnorml,5,2006
146000,3604,7,5,2007,703,689,2,FV,Reg,Somerst,Y,Abnorml,2,2008
131500,12150,5,5,1954,1050,745,4,RM,Reg,OldTown,N,Normal,11,2008
181900,14585,6,6,1960,1429,0,3,RL,IR1,NAmes,Y,Normal,6,2007
253293,12704,8,5,2008,2042,0,3,RL,Reg,NridgHt,Y,Partial,8,2009
118500,11841,6,5,1990,816,0,3,RL,Reg,Edwards,Y,Normal,5,2007
325000,13500,10,9,1893,1521,1254,3,RM,Reg,OldTown,Y,Normal,7,2008
133000,6120,4,7,1935,989,584,3,RM,Reg,BrkSide,Y,Normal,7,2009
369900,11443,8,5,2005,2028,0,2,RL,Reg,Timber,Y,Partial,3,2006
130000,10267,6,7,1918,838,0,2,RL,Reg,BrkSide,Y,Normal,5,2008
137000,8740,5,6,1982,860,0,2,RL,IR1,Sawyer,Y,Normal,7,2009
143000,25095,5,8,1968,1473,0,1,RL,IR1,ClearCr,Y,Partial,6,2009
79500,9100,5,6,1930,779,0,2,RM,Reg,BrkSide,Y,Normal,8,2008
185900,8320,7,5,2004,770,812,3,RL,Reg,CollgCr,Y,Normal,9,2008
451950,13478,10,5,2008,1728,568,3,RL,IR1,NridgHt,Y,Normal,6,2009
138000,6600,5,8,1982,816,0,2,RL,Reg,Mitchel,Y,Normal,6,2008
140000,4435,6,5,2003,848,0,1,RM,Reg,CollgCr,Y,Normal,5,2009
110000,7990,5,6,1975,924,0,3,RL,IR1,CollgCr,Y,Normal,4,2008
319000,11302,8,5,2005,1826,0,3,RL,IR1,StoneBr,Y,Partial,8,2006
114504,3600,6,7,1910,684,684,3,RM,Reg,OldTown,N,Normal,10,2006
194201,3922,7,5,2006,1402,0,2,RL,Reg,Blmngtn,Y,Partial,2,2007
217500,12984,5,6,1977,1647,0,3,RL,Reg,Crawfor,Y,Normal,3,2006
151000,1950,6,6,1980,716,840,3,RM,Reg,Blueste,Y,Normal,7,2008
275000,10927,8,5,2005,1058,846,3,RL,Reg,NridgHt,Y,Normal,6,2006
141000,9000,6,6,1937,780,595,3,RM,Reg,IDOTRR,Y,Normal,12,2007
220000,10041,8,5,1992,927,988,3,RL,IR1,SawyerW,Y,Abnorml,2,2006
151000,3182,7,5,2004,600,600,2,FV,Reg,Somerst,Y,Normal,6,2010
221000,12803,7,5,2002,1494,0,3,RL,IR1,CollgCr,Y,Normal,9,2008
205000,13600,7,6,1965,1186,800,3,RL,Reg,NAmes,Y,Normal,10,2009
152000,12464,5,5,1996,1040,0,3,RL,IR2,CollgCr,Y,Normal,11,2009
225000,7800,5,8,1948,1112,896,3,RL,Reg,Edwards,Y,Normal,8,2006
359100,12168,8,6,1934,1940,1254,4,RL,Reg,Crawfor,Y,Alloca,9,2007
118500,7943,4,5,1961,1029,0,3,RL,Reg,Sawyer,Y,Normal,4,2007
313000,11050,9,5,2000,1476,677,3,RL,Reg,CollgCr,Y,Normal,5,2009
148000,10395,6,6,1978,1032,0,3,RL,IR1,NWAmes,Y,Normal,7,2007
261500,11885,8,5,2001,1299,573,3,RL,Reg,CollgCr,Y,Normal,11,2009
147000,8402,5,5,2007,1120,0,3,RL,Reg,Mitchel,Y,Partial,12,2007
75500,1491,4,6,1972,630,0,1,RM,Reg,MeadowV,Y,Normal,5,2010
137500,8800,6,7,1963,1054,0,3,RL,Reg,NAmes,Y,Abnorml,5,2010
183200,7861,6,5,2002,807,702,3,RL,IR1,Gilbert,Y,Normal,6,2006
105500,7227,6,6,1954,832,0,2,RL,Reg,NAmes,Y,Normal,6,2008
314813,11694,9,5,2007,1828,0,3,RL,Reg,NridgHt,Y,Partial,7,2007
305000,12244,8,5,2003,1482,780,4,RL,Reg,Timber,Y,Normal,8,2008
67000,8248,3,3,1914,864,0,2,RL,Reg,Edwards,N,Normal,9,2008
240000,10800,6,7,1974,1548,1066,4,RL,Reg,NWAmes,Y,Normal,6,2008
135000,7064,5,6,1977,980,0,3,RL,Reg,Sawyer,Y,Normal,7,2009
